"date","QUANTITY"
2014-04-01,29
2014-04-02,20
2014-04-03,28
2014-04-04,6
2014-04-05,54
2014-04-06,86
2014-04-07,42
2014-04-08,51
2014-04-09,58
2014-04-10,34
2014-04-11,101
2014-04-12,68
2014-04-13,84
2014-04-14,39
2014-04-15,84
2014-04-16,75
2014-04-17,53
2014-04-18,8
2014-04-19,57
2014-04-20,0
2014-04-21,40
2014-04-22,43
2014-04-23,54
2014-04-24,34
2014-04-25,135
2014-04-26,80
2014-04-27,72
2014-04-28,37
2014-04-29,33
2014-04-30,22
2014-05-01,25
2014-05-02,73
2014-05-03,88
2014-05-04,120
2014-05-05,49
2014-05-06,46
2014-05-07,25
2014-05-08,18
2014-05-09,8
2014-05-10,79
2014-05-11,32
2014-05-12,20
2014-05-13,22
2014-05-14,20
2014-05-15,26
2014-05-16,4
2014-05-17,140
2014-05-18,145
2014-05-19,71
2014-05-20,48
2014-05-21,40
2014-05-22,69
2014-05-23,4
2014-05-24,71
2014-05-25,89
2014-05-26,345
2014-05-27,730
2014-05-28,1016
2014-05-29,706
2014-05-30,621
2014-05-31,987
2014-06-01,489
2014-06-02,986
2014-06-03,1006
2014-06-04,1121
2014-06-05,1068
2014-06-06,974
2014-06-07,868
2014-06-08,476
2014-06-09,903
2014-06-10,737
2014-06-11,522
2014-06-12,743
2014-06-13,491
2014-06-14,657
2014-06-15,332
2014-06-16,692
2014-06-17,481
2014-06-18,478
2014-06-19,836
2014-06-20,920
2014-06-21,961
2014-06-22,520
2014-06-23,819
2014-06-24,640
2014-06-25,882
2014-06-26,823
2014-06-27,753
2014-06-28,1023
2014-06-29,442
2014-06-30,753
2014-07-01,543
2014-07-02,563
2014-07-03,739
2014-07-04,484
2014-07-05,789
2014-07-06,475
2014-07-07,669
2014-07-08,523
2014-07-09,525
2014-07-10,734
2014-07-11,624
2014-07-12,737
2014-07-13,213
2014-07-14,583
2014-07-15,189
2014-07-16,538
2014-07-17,468
2014-07-18,670
2014-07-19,767
2014-07-20,464
2014-07-21,601
2014-07-22,675
2014-07-23,472
2014-07-24,641
2014-07-25,682
2014-07-26,818
2014-07-27,213
2014-07-28,342
2014-07-29,319
2014-07-30,559
2014-07-31,415
2014-08-01,314
2014-08-02,185
2014-08-03,178
2014-08-04,243
2014-08-05,504
2014-08-06,566
2014-08-07,182
2014-08-08,504
2014-08-09,297
2014-08-10,301
2014-08-11,27
2014-08-12,43
2014-08-13,28
2014-08-14,25
2014-08-15,7
2014-08-16,61
2014-08-17,132
2014-08-18,30
2014-08-19,24
2014-08-20,35
2014-08-21,38
2014-08-22,12
2014-08-23,46
2014-08-24,103
2014-08-25,22
2014-08-26,68
2014-08-27,15
2014-08-28,21
2014-08-29,8
2014-08-30,53
2014-08-31,84
2014-09-01,56
2014-09-02,21
2014-09-03,0
2014-09-04,0
2014-09-05,0
2014-09-06,0
2014-09-07,44
2014-09-08,26
2014-09-09,22
2014-09-10,13
2014-09-11,23
2014-09-12,11
2014-09-13,23
2014-09-14,40
2014-09-15,10
2014-09-16,8
2014-09-17,22
2014-09-18,21
2014-09-19,13
2014-09-20,67
2014-09-21,34
2014-09-22,6
2014-09-23,20
2014-09-24,14
2014-09-25,30
2014-09-26,12
2014-09-27,54
2014-09-28,52
2014-09-29,19
2014-09-30,19
2014-10-01,8
2014-10-02,9
2014-10-03,5
2014-10-04,28
2014-10-05,49
2014-10-06,18
2014-10-07,16
2014-10-08,17
2014-10-09,26
2014-10-10,4
2014-10-11,25
2014-10-12,37
2014-10-13,42
2014-10-14,16
2014-10-15,28
2014-10-16,38
2014-10-17,4
2014-10-18,39
2014-10-19,41
2014-10-20,12
2014-10-21,37
2014-10-22,27
2014-10-23,17
2014-10-24,3
2014-10-25,35
2014-10-26,30
2014-10-27,15
2014-10-28,9
2014-10-29,18
2014-10-30,18
2014-10-31,7
2014-11-01,46
2014-11-02,28
2014-11-03,13
2014-11-04,15
2014-11-05,8
2014-11-06,11
2014-11-07,6
2014-11-08,35
2014-11-09,38
2014-11-10,23
2014-11-11,22
2014-11-12,19
2014-11-13,18
2014-11-14,7
2014-11-15,21
2014-11-16,58
2014-11-17,16
2014-11-18,14
2014-11-19,23
2014-11-20,14
2014-11-21,8
2014-11-22,19
2014-11-23,38
2014-11-24,17
2014-11-25,13
2014-11-26,9
2014-11-27,0
2014-11-28,8
2014-11-29,35
2014-11-30,25
2014-12-01,15
2014-12-02,10
2014-12-03,11
2014-12-04,15
2014-12-05,8
2014-12-06,29
2014-12-07,48
2014-12-08,13
2014-12-09,13
2014-12-10,10
2014-12-11,14
2014-12-12,7
2014-12-13,28
2014-12-14,22
2014-12-15,13
2014-12-16,15
2014-12-17,6
2014-12-18,23
2014-12-19,10
2014-12-20,31
2014-12-21,28
2014-12-22,40
2014-12-23,16
2014-12-24,15
2014-12-25,0
2014-12-26,5
2014-12-27,29
2014-12-28,28
2014-12-29,9
2014-12-30,0
2014-12-31,0
2015-01-01,0
2015-01-02,6
2015-01-03,34
2015-01-04,32
2015-01-05,16
2015-01-06,11
2015-01-07,11
2015-01-08,13
2015-01-09,6
2015-01-10,35
2015-01-11,42
2015-01-12,17
2015-01-13,15
2015-01-14,12
2015-01-15,14
2015-01-16,20
2015-01-17,31
2015-01-18,38
2015-01-19,9
2015-01-20,12
2015-01-21,4
2015-01-22,6
2015-01-23,0
2015-01-24,31
2015-01-25,35
2015-01-26,11
2015-01-27,11
2015-01-28,19
2015-01-29,5
2015-01-30,0
2015-01-31,36
2015-02-01,40
2015-02-02,7
2015-02-03,18
2015-02-04,12
2015-02-05,10
2015-02-06,4
2015-02-07,60
2015-02-08,80
2015-02-09,17
2015-02-10,22
2015-02-11,40
2015-02-12,21
2015-02-13,1
2015-02-14,18
2015-02-15,60
2015-02-16,22
2015-02-17,26
2015-02-18,11
2015-02-19,14
2015-02-20,5
2015-02-21,47
2015-02-22,34
2015-02-23,12
2015-02-24,17
2015-02-25,14
2015-02-26,28
2015-02-27,0
2015-02-28,0
2015-03-01,36
2015-03-02,23
2015-03-03,25
2015-03-04,17
2015-03-05,20
2015-03-06,10
2015-03-07,43
2015-03-08,71
2015-03-09,22
2015-03-10,24
2015-03-11,19
2015-03-12,22
2015-03-13,8
2015-03-14,52
2015-03-15,63
2015-03-16,32
2015-03-17,19
2015-03-18,27
2015-03-19,18
2015-03-20,11
2015-03-21,65
2015-03-22,57
2015-03-23,37
2015-03-24,25
2015-03-25,34
2015-03-26,27
2015-03-27,9
2015-03-28,61
2015-03-29,131
2015-03-30,74
2015-03-31,73
2015-04-01,99
2015-04-02,80
2015-04-03,15
2015-04-04,78
2015-04-05,0
2015-04-06,43
2015-04-07,17
2015-04-08,26
2015-04-09,37
2015-04-10,7
2015-04-11,112
2015-04-12,59
2015-04-13,27
2015-04-14,26
2015-04-15,5
2015-04-16,0
2015-04-17,0
2015-04-18,50
2015-04-19,68
2015-04-20,32
2015-04-21,28
2015-04-22,30
2015-04-23,0
2015-04-24,6
2015-04-25,41
2015-04-26,65
2015-04-27,31
2015-04-28,32
2015-04-29,48
2015-04-30,32
2015-05-01,9
2015-05-02,72
2015-05-03,152
2015-05-04,16
2015-05-05,24
2015-05-06,24
2015-05-07,37
2015-05-08,8
2015-05-09,54
2015-05-10,22
2015-05-11,35
2015-05-12,32
2015-05-13,31
2015-05-14,26
2015-05-15,4
2015-05-16,77
2015-05-17,77
2015-05-18,15
2015-05-19,50
2015-05-20,63
2015-05-21,15
2015-05-22,9
2015-05-23,202
2015-05-24,111
2015-05-25,264
2015-05-26,317
2015-05-27,444
2015-05-28,562
2015-05-29,669
2015-05-30,600
2015-05-31,470
2015-06-01,939
2015-06-02,1017
2015-06-03,972
2015-06-04,841
2015-06-05,584
2015-06-06,580
2015-06-07,427
2015-06-08,836
2015-06-09,693
2015-06-10,803
2015-06-11,912
2015-06-12,799
2015-06-13,423
2015-06-14,543
2015-06-15,650
2015-06-16,889
2015-06-17,878
2015-06-18,874
2015-06-19,728
2015-06-20,1033
2015-06-21,517
2015-06-22,826
2015-06-23,875
2015-06-24,905
2015-06-25,803
2015-06-26,633
2015-06-27,793
2015-06-28,547
2015-06-29,631
2015-06-30,738
2015-07-01,697
2015-07-02,620
2015-07-03,644
2015-07-04,424
2015-07-05,355
2015-07-06,645
2015-07-07,334
2015-07-08,438
2015-07-09,195
2015-07-10,389
2015-07-11,447
2015-07-12,291
2015-07-13,475
2015-07-14,536
2015-07-15,486
2015-07-16,631
2015-07-17,285
2015-07-18,617
2015-07-19,410
2015-07-20,443
2015-07-21,525
2015-07-22,592
2015-07-23,546
2015-07-24,634
2015-07-25,621
2015-07-26,417
2015-07-27,475
2015-07-28,527
2015-07-29,179
2015-07-30,182
2015-07-31,341
2015-08-01,479
2015-08-02,311
2015-08-03,414
2015-08-04,491
2015-08-05,508
2015-08-06,489
2015-08-07,393
2015-08-08,382
2015-08-09,335
2015-08-10,25
2015-08-11,45
2015-08-12,43
2015-08-13,25
2015-08-14,7
2015-08-15,115
2015-08-16,124
2015-08-17,25
2015-08-18,31
2015-08-19,35
2015-08-20,19
2015-08-21,8
2015-08-22,50
2015-08-23,81
2015-08-24,39
2015-08-25,18
2015-08-26,4
2015-08-27,39
2015-08-28,2
2015-08-29,87
2015-08-30,89
2015-08-31,6
2015-09-01,32
2015-09-02,19
2015-09-03,37
2015-09-04,7
2015-09-05,43
2015-09-06,81
2015-09-07,14
2015-09-08,35
2015-09-09,18
2015-09-10,31
2015-09-11,1
2015-09-12,64
2015-09-13,54
2015-09-14,20
2015-09-15,30
2015-09-16,11
2015-09-17,27
2015-09-18,4
2015-09-19,31
2015-09-20,59
2015-09-21,21
2015-09-22,17
2015-09-23,20
2015-09-24,14
2015-09-25,7
2015-09-26,50
2015-09-27,39
2015-09-28,27
2015-09-29,21
2015-09-30,28
2015-10-01,22
2015-10-02,23
2015-10-03,45
2015-10-04,36
2015-10-05,26
2015-10-06,14
2015-10-07,34
2015-10-08,34
2015-10-09,5
2015-10-10,29
2015-10-11,39
2015-10-12,26
2015-10-13,22
2015-10-14,25
2015-10-15,29
2015-10-16,2
2015-10-17,37
2015-10-18,44
2015-10-19,21
2015-10-20,13
2015-10-21,17
2015-10-22,18
2015-10-23,8
2015-10-24,21
2015-10-25,37
2015-10-26,19
2015-10-27,16
2015-10-28,17
2015-10-29,11
2015-10-30,5
2015-10-31,18
2015-11-01,64
2015-11-02,21
2015-11-03,28
2015-11-04,16
2015-11-05,21
2015-11-06,8
2015-11-07,18
2015-11-08,39
2015-11-09,17
2015-11-10,19
2015-11-11,10
2015-11-12,17
2015-11-13,6
2015-11-14,39
2015-11-15,26
2015-11-16,8
2015-11-17,12
2015-11-18,12
2015-11-19,14
2015-11-20,7
2015-11-21,55
2015-11-22,40
2015-11-23,15
2015-11-24,17
2015-11-25,12
2015-11-26,0
2015-11-27,7
2015-11-28,37
2015-11-29,28
2015-11-30,10
2015-12-01,18
2015-12-02,14
2015-12-03,17
2015-12-04,3
2015-12-05,43
2015-12-06,56
2015-12-07,18
2015-12-08,11
2015-12-09,12
2015-12-10,18
2015-12-11,6
2015-12-12,36
2015-12-13,20
2015-12-14,11
2015-12-15,21
2015-12-16,23
2015-12-17,27
2015-12-18,17
2015-12-19,25
2015-12-20,31
2015-12-21,19
2015-12-22,22
2015-12-23,37
2015-12-24,16
2015-12-25,0
2015-12-26,29
2015-12-27,0
2015-12-28,16
2015-12-29,32
2015-12-30,15
2015-12-31,16
2016-01-01,0
2016-01-02,16
2016-01-03,32
2016-01-04,19
2016-01-05,14
2016-01-06,18
2016-01-07,17
2016-01-08,3
2016-01-09,28
2016-01-10,29
2016-01-11,13
2016-01-12,12
2016-01-13,20
2016-01-14,20
2016-01-15,6
2016-01-16,45
2016-01-17,49
2016-01-18,15
2016-01-19,15
2016-01-20,14
2016-01-21,10
2016-01-22,7
2016-01-23,69
2016-01-24,75
2016-01-25,14
2016-01-26,20
2016-01-27,22
2016-01-28,18
2016-01-29,4
2016-01-30,27
2016-01-31,47
2016-02-01,19
2016-02-02,17
2016-02-03,25
2016-02-04,17
2016-02-05,8
2016-02-06,46
2016-02-07,34
2016-02-08,21
2016-02-09,20
2016-02-10,21
2016-02-11,20
2016-02-12,3
2016-02-13,34
2016-02-14,43
2016-02-15,28
2016-02-16,33
2016-02-17,40
2016-02-18,16
2016-02-19,4
2016-02-20,45
2016-02-21,86
2016-02-22,16
2016-02-23,11
2016-02-24,13
2016-02-25,30
2016-02-26,5
2016-02-27,55
2016-02-28,58
2016-02-29,33
2016-03-01,37
2016-03-02,15
2016-03-03,21
2016-03-04,9
2016-03-05,54
2016-03-06,68
2016-03-07,42
2016-03-08,42
2016-03-09,26
2016-03-10,22
2016-03-11,3
2016-03-12,19
2016-03-13,63
2016-03-14,24
2016-03-15,27
2016-03-16,18
2016-03-17,29
2016-03-18,5
2016-03-19,43
2016-03-20,69
2016-03-21,37
2016-03-22,32
2016-03-23,30
2016-03-24,29
2016-03-25,7
2016-03-26,16
2016-03-27,0
2016-03-28,49
2016-03-29,39
2016-03-30,73
2016-03-31,57
2016-04-01,8
2016-04-02,79
2016-04-03,91
2016-04-04,27
2016-04-05,25
2016-04-06,52
2016-04-07,20
2016-04-08,9
2016-04-09,68
2016-04-10,67
2016-04-11,53
2016-04-12,22
2016-04-13,37
2016-04-14,46
2016-04-15,7
2016-04-16,39
2016-04-17,61
2016-04-18,28
2016-04-19,29
2016-04-20,42
2016-04-21,17
2016-04-22,6
2016-04-23,55
2016-04-24,132
2016-04-25,28
2016-04-26,24
2016-04-27,26
2016-04-28,18
2016-04-29,10
2016-04-30,72
2016-05-01,70
2016-05-02,8
2016-05-03,44
2016-05-04,25
2016-05-05,32
2016-05-06,7
2016-05-07,83
2016-05-08,34
2016-05-09,30
2016-05-10,41
2016-05-11,32
2016-05-12,21
2016-05-13,2
2016-05-14,118
2016-05-15,127
2016-05-16,50
2016-05-17,26
2016-05-18,34
2016-05-19,28
2016-05-20,7
2016-05-21,118
2016-05-22,234
2016-05-23,56
2016-05-24,57
2016-05-25,100
2016-05-26,105
2016-05-27,6
2016-05-28,578
2016-05-29,483
2016-05-30,1062
2016-05-31,426
2016-06-01,292
2016-06-02,691
2016-06-03,901
2016-06-04,777
2016-06-05,567
2016-06-06,861
2016-06-07,956
2016-06-08,1036
2016-06-09,1004
2016-06-10,876
2016-06-11,902
2016-06-12,577
2016-06-13,722
2016-06-14,981
2016-06-15,876
2016-06-16,769
2016-06-17,840
2016-06-18,875
2016-06-19,438
2016-06-20,768
2016-06-21,914
2016-06-22,779
2016-06-23,826
2016-06-24,754
2016-06-25,704
2016-06-26,363
2016-06-27,684
2016-06-28,759
2016-06-29,691
2016-06-30,390
2016-07-01,350
2016-07-02,419
2016-07-03,411
2016-07-04,487
2016-07-05,428
2016-07-06,685
2016-07-07,803
2016-07-08,666
2016-07-09,962
2016-07-10,550
2016-07-11,597
2016-07-12,727
2016-07-13,618
2016-07-14,719
2016-07-15,723
2016-07-16,791
2016-07-17,452
2016-07-18,535
2016-07-19,516
2016-07-20,637
2016-07-21,619
2016-07-22,640
2016-07-23,862
2016-07-24,394
2016-07-25,555
2016-07-26,534
2016-07-27,601
2016-07-28,714
2016-07-29,536
2016-07-30,611
2016-07-31,377
2016-08-01,554
2016-08-02,458
2016-08-03,526
2016-08-04,481
2016-08-05,304
2016-08-06,353
2016-08-07,312
2016-08-08,155
2016-08-09,159
2016-08-10,145
2016-08-11,63
2016-08-12,67
2016-08-13,376
2016-08-14,342
2016-08-15,77
2016-08-16,51
2016-08-17,87
2016-08-18,71
2016-08-19,61
2016-08-20,219
2016-08-21,137
2016-08-22,30
2016-08-23,35
2016-08-24,61
2016-08-25,48
2016-08-26,29
2016-08-27,186
2016-08-28,230
2016-08-29,31
2016-08-30,23
2016-08-31,13
2016-09-01,19
2016-09-02,7
2016-09-03,79
2016-09-04,79
2016-09-05,8
2016-09-06,15
2016-09-07,13
2016-09-08,22
2016-09-09,6
2016-09-10,47
2016-09-11,78
2016-09-12,2
2016-09-13,17
2016-09-14,23
2016-09-15,16
2016-09-16,4
2016-09-17,60
2016-09-18,55
2016-09-19,19
2016-09-20,11
2016-09-21,14
2016-09-22,18
2016-09-23,10
2016-09-24,37
2016-09-25,44
2016-09-26,17
2016-09-27,22
2016-09-28,27
2016-09-29,26
2016-09-30,5
2016-10-01,31
2016-10-02,68
2016-10-03,14
2016-10-04,17
2016-10-05,19
2016-10-06,9
2016-10-07,6
2016-10-08,31
2016-10-09,46
2016-10-10,17
2016-10-11,8
2016-10-12,21
2016-10-13,8
2016-10-14,4
2016-10-15,53
2016-10-16,80
2016-10-17,6
2016-10-18,14
2016-10-19,16
2016-10-20,12
2016-10-21,1
2016-10-22,38
2016-10-23,55
2016-10-24,14
2016-10-25,11
2016-10-26,8
2016-10-27,11
2016-10-28,4
2016-10-29,65
2016-10-30,62
2016-10-31,3
2016-11-01,18
2016-11-02,11
2016-11-03,10
2016-11-04,2
2016-11-05,38
2016-11-06,31
2016-11-07,10
2016-11-08,13
2016-11-09,14
2016-11-10,7
2016-11-11,11
2016-11-12,33
2016-11-13,38
2016-11-14,8
2016-11-15,6
2016-11-16,34
2016-11-17,7
2016-11-18,5
2016-11-19,33
2016-11-20,25
2016-11-21,2
2016-11-22,14
2016-11-23,14
2016-11-24,0
2016-11-25,6
2016-11-26,28
2016-11-27,43
2016-11-28,2
2016-11-29,15
2016-11-30,4
2016-12-01,7
2016-12-02,3
2016-12-03,8
2016-12-04,28
2016-12-05,10
2016-12-06,13
2016-12-07,4
2016-12-08,4
2016-12-09,3
2016-12-10,21
2016-12-11,29
2016-12-12,1
2016-12-13,11
2016-12-14,13
2016-12-15,6
2016-12-16,3
2016-12-17,14
2016-12-18,28
2016-12-19,2
2016-12-20,15
2016-12-21,10
2016-12-22,10
2016-12-23,25
2016-12-24,0
2016-12-25,0
2016-12-26,11
2016-12-27,12
2016-12-28,17
2016-12-29,27
2016-12-30,3
2016-12-31,0
